"level","parent","Topic / Item","Count","Average","Min val","Max val","Rate (ms)","Percent","Burst rate","Burst start",
0,"","Packet Lengths",2672,1027.71,1022,1030,0.0416,100%,0.0800,18.206
1,"/Packet Lengths","0-19",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","20-39",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","40-79",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","80-159",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","160-319",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","320-639",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","640-1279",2672,1027.71,1022,1030,0.0416,100.00%,0.0800,18.206
1,"/Packet Lengths","1280-2559",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","2560-5119",0,-,-,-,0.0000,0.00%,-,-
1,"/Packet Lengths","5120 and greater",0,-,-,-,0.0000,0.00%,-,-
